City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,assai,-23.3733,-50.8414,19.92,82,1,3.54,BR,1696997202
368,mount pearl,47.5166,-52.7813,10.59,98,100,7.2,CA,1696997104
369,tual,-5.6667,132.75,26.31,82,98,5.19,ID,1696997202
370,vorkuta,67.5,64.0,-0.6,89,97,3.38,RU,1696997203
371,howard springs,-12.497,131.047,32.12,30,52,2.9,AU,1696997203
372,zhoushan,30.0108,122.2047,21.59,69,99,5.0,CN,1696997203
373,at taj,24.2049,23.2857,20.25,39,6,3.83,LY,1696997203
374,livadiya,42.8692,132.6764,18.3,38,0,3.96,RU,1696997203
375,jiwani,25.05,61.7417,28.01,84,0,2.83,PK,1696997203
376,beni mester,34.8704,-1.4232,16.61,88,40,1.54,DZ,1696997204
377,antonio enes,-16.2325,39.9086,24.89,77,5,1.72,MZ,1696997204
378,tongouson,5.0214,120.1328,28.38,76,98,4.75,PH,1696997204
379,miguel ahumada,30.6167,-106.5167,23.17,29,4,2.18,MX,1696997204
380,celaliye,41.0519,28.4187,17.13,64,98,7.05,TR,1696997204
381,alesund,62.4723,6.1549,9.86,87,87,12.35,NO,1696997204
382,flin flon,54.7682,-101.865,5.35,79,62,3.25,CA,1696997138
383,gimcheon,36.1218,128.1198,21.62,46,0,1.03,KR,1696997205
384,pullman,46.7313,-117.1796,9.36,96,40,2.57,US,1696997205
385,santa ana,33.7456,-117.8678,20.48,83,75,2.06,US,1696996836
386,kudahuvadhoo,2.6708,72.8944,28.11,73,98,6.66,MV,1696997205
387,ridder,50.355,83.5133,17.1,39,6,3.27,KZ,1696997206
388,chancay,-11.5714,-77.2672,18.08,91,82,3.54,PE,1696997206
389,nicoya,10.1483,-85.452,25.13,92,100,0.81,CR,1696997206
390,tazacorte,28.629,-17.9293,28.42,26,0,4.47,ES,1696997206
391,egilsstadir,65.2653,-14.3948,2.59,98,100,14.23,IS,1696997206
392,kalemie,-5.9475,29.1947,22.2,82,100,3.45,CD,1696997206
393,duncan,34.5023,-97.9578,22.12,72,0,4.63,US,1696997207
394,beau vallon,-20.4189,57.6953,25.68,62,55,1.75,MU,1696997207
395,namsos,64.4662,11.4957,10.03,81,100,5.14,NO,1696997207
396,waynesville,35.4887,-82.9887,13.5,80,75,1.79,US,1696997207
397,heunghae,36.1125,129.3522,20.6,44,65,5.12,KR,1696997207
398,borogontsy,62.6683,131.1683,4.6,97,100,4.02,RU,1696997207
399,crane,31.3974,-102.3501,20.69,71,98,6.93,US,1696997208
400,antsiranana,-12.2787,49.2917,24.31,74,100,5.69,MG,1696997208
401,tromso,69.6496,18.957,3.01,56,20,2.06,NO,1696997208
402,nchelenge,-9.3451,28.734,23.04,78,57,3.24,ZM,1696997208
403,qui nhon,13.7667,109.2333,29.38,73,99,4.79,VN,1696997208
404,biatorbagy,47.4706,18.8189,10.66,88,22,1.3,HU,1696997208
405,jijel,36.8205,5.7667,22.5,54,0,2.31,DZ,1696997209
406,itaituba,-4.2761,-55.9836,28.94,44,85,0.94,BR,1696997209
407,tan-tan,28.438,-11.1032,21.82,50,0,2.73,MA,1696997209
408,vila franca do campo,37.7167,-25.4333,22.23,99,100,4.84,PT,1696997209
409,juneau,58.3019,-134.4197,8.45,100,100,1.51,US,1696997002
410,carutapera,-1.195,-46.02,26.21,79,3,3.21,BR,1696997210
411,mineros,-17.1167,-63.2333,30.03,45,9,4.45,BO,1696997210
412,petauke,-14.2426,31.3253,22.25,45,9,2.47,ZM,1696997210
413,zabid,14.1951,43.3152,29.55,62,0,0.8,YE,1696997210
414,kruisfontein,-34.0033,24.7314,12.71,88,87,1.78,ZA,1696997210
415,uitenhage,-33.7576,25.3971,15.77,92,99,1.22,ZA,1696997211
416,mount isa,-20.7333,139.5,33.87,20,56,3.09,AU,1696997211
417,tadine,-21.55,167.8833,22.43,63,100,4.68,NC,1696997211
418,bela vista,-22.1089,-56.5211,26.25,60,9,2.92,BR,1696997211
419,les cayes,18.2,-73.75,26.86,83,79,1.79,HT,1696997211
420,jaguarari,-10.2639,-40.1958,19.54,69,60,3.46,BR,1696997211
421,tangalle,6.024,80.7911,29.09,74,76,2.0,LK,1696997212
422,necochea,-38.5473,-58.7368,8.92,74,92,9.83,AR,1696997212
423,amnat charoen,15.9167,104.75,29.29,69,13,6.57,TH,1696997212
424,nova vicosa,-17.8919,-39.3719,23.16,84,18,2.6,BR,1696997202
425,selfoss,63.9331,-20.9971,4.47,74,9,10.47,IS,1696997212
426,zuwarah,32.9312,12.082,22.55,70,0,1.14,LY,1696997212
427,malmberget,67.1753,20.6549,-1.69,100,100,6.17,SE,1696997212
428,ardesen,41.1911,40.9875,16.42,74,97,2.18,TR,1696997213
429,port isabel,26.0734,-97.2086,24.02,93,100,4.63,US,1696997213
430,castillos,-34.1667,-53.8333,14.08,98,87,2.26,UY,1696997213
431,montepuez,-13.1256,38.9997,20.33,85,93,0.28,MZ,1696997213
432,arraial do cabo,-22.9661,-42.0278,21.92,88,40,1.54,BR,1696997213
433,gurupi,-11.7292,-49.0686,28.51,53,30,1.82,BR,1696997213
434,carbondale,37.7273,-89.2168,9.16,91,0,0.0,US,1696997214
435,celestun,20.8667,-90.4,27.73,83,66,1.64,MX,1696997214
436,adrar,20.5022,-10.0711,27.43,16,0,4.02,MR,1696997214
437,nizhnyaya omka,55.4338,74.9426,7.95,78,100,5.77,RU,1696997214
438,riverton,40.5219,-111.9391,19.28,46,0,3.09,US,1696997214
439,brigantine,39.4101,-74.3646,14.45,93,16,0.5,US,1696997214
440,magelang,-7.4706,110.2178,31.53,29,15,2.79,ID,1696997076
441,mukalla,14.5425,49.1242,27.82,72,80,2.89,YE,1696997215
442,allen,41.0706,-85.0144,11.05,66,100,2.57,US,1696997101
443,matoury,4.8483,-52.3317,23.98,94,20,0.0,GF,1696997215
444,hurricane,37.1753,-113.2899,24.46,33,2,0.45,US,1696997215
445,fort bragg,35.139,-79.006,18.95,62,75,5.14,US,1696997215
446,palkonda,18.6,83.75,30.16,67,3,1.72,IN,1696997216
447,youghal,51.95,-7.8506,15.56,100,100,4.88,IE,1696997216
448,qamdo,31.1667,97.2333,7.63,44,23,2.65,CN,1696997216
449,tourlaville,49.6383,-1.5664,14.68,100,80,5.66,FR,1696997216
450,suwayr,30.1171,40.3893,22.52,26,33,3.32,SA,1696997216
451,meadow lake,34.8014,-106.5436,17.56,35,43,2.07,US,1696997216
452,namibe,-15.1961,12.1522,18.19,88,100,1.79,AO,1696997217
453,ilesa,7.6167,4.7333,21.98,100,95,0.96,NG,1696997217
454,tonala,20.6167,-103.2333,16.51,94,100,5.66,MX,1696997217
455,lepsy,46.235,78.9456,20.62,29,96,5.27,KZ,1696997217
456,challapata,-18.9,-66.7667,11.24,38,11,1.0,BO,1696997217
457,shira,54.4911,89.9531,15.92,41,54,1.72,RU,1696997218
458,verkhnevilyuysk,63.4453,120.3167,11.08,72,100,6.26,RU,1696997218
459,spasskoye,44.6108,132.7969,14.71,42,0,2.69,RU,1696997218
460,champerico,14.3,-91.9167,25.48,91,100,3.68,GT,1696997218
461,tshabong,-26.05,22.45,20.18,62,100,2.46,BW,1696997218
462,manakara,-22.1333,48.0167,20.99,85,86,1.1,MG,1696997219
463,mugia,43.1041,-9.2179,19.8,59,100,3.19,ES,1696997219
464,khowy,38.5503,44.9521,15.94,64,98,2.99,IR,1696997219
465,tsiroanomandidy,-18.7667,46.0333,23.19,41,66,1.94,MG,1696997219
466,kapuskasing,49.4169,-82.4331,4.05,93,100,2.57,CA,1696997084
467,colares,38.7992,-9.4469,22.41,64,76,6.71,PT,1696997220
468,arno,60.1167,18.6333,12.1,88,100,9.79,SE,1696997220
469,mil'kovo,55.6078,37.7956,-0.92,93,21,2.71,RU,1696997220
470,guerrero negro,27.9769,-114.0611,19.52,85,0,8.51,MX,1696997220
471,laojunmiao,39.8333,97.7333,11.51,29,94,2.8,CN,1696997220
472,raja,8.4596,25.678,21.34,95,100,2.66,SS,1696997221
473,coquimbo,-29.9533,-71.3436,13.26,80,0,2.89,CL,1696997221
474,harstad,68.799,16.5293,4.53,95,100,17.43,NO,1696997221
475,mariehamn,60.0973,19.9348,12.12,100,100,7.72,AX,1696997221
476,smirnykh,49.75,142.8333,10.5,47,2,3.13,RU,1696997221
477,tepecoacuilco de trujano,18.3,-99.4833,21.44,93,100,0.34,MX,1696997222
478,mata-utu,-13.2816,-176.1745,27.18,83,97,8.56,WF,1696997222
479,mirny,62.5353,113.9611,11.8,71,100,5.81,RU,1696997222
480,anantapur,14.6833,77.6,30.97,49,17,3.35,IN,1696997222
481,vadso,70.0744,29.7487,-2.91,86,20,3.6,NO,1696997222
482,xilin hot,43.9667,116.0333,13.86,42,9,0.71,CN,1696997222
483,tokmok,42.8417,75.3016,23.21,18,24,2.7,KG,1696997223
484,boca suno,-0.7167,-77.1333,21.1,97,100,0.29,EC,1696997223
485,bolkhov,53.4433,36.0044,-2.23,91,11,2.62,RU,1696997223
486,djambala,-2.5447,14.7533,19.53,95,99,1.92,CG,1696997223
487,gadzhiyevo,69.2551,33.3362,-1.72,86,9,3.28,RU,1696997223
488,salto,-31.3833,-57.9667,21.04,72,13,2.68,UY,1696996983
489,fort mcmurray,56.7268,-111.381,17.77,55,0,6.69,CA,1696997119
490,yeosu,34.7546,127.6599,21.07,50,0,3.88,KR,1696997224
491,biguglia,42.6259,9.4332,19.23,86,0,4.12,FR,1696997224
492,vangaindrano,-23.35,47.6,21.92,82,33,1.03,MG,1696997224
493,pasuquin,18.3328,120.6177,30.88,67,96,2.03,PH,1696997225
494,talodi,10.6325,30.3797,24.08,76,90,2.65,SD,1696997225
495,brookings,44.3114,-96.7984,6.77,63,0,2.57,US,1696997225
496,reggane,26.7158,0.1714,25.95,22,17,6.69,DZ,1696997225
497,gandai,21.6667,81.1,30.06,50,11,0.42,IN,1696997225
498,kuanda,56.3161,116.0806,11.89,55,76,1.39,RU,1696997226
499,vernon,50.2581,-119.2691,14.05,64,100,0.45,CA,1696997226
500,san ignacio de velasco,-16.3667,-60.95,26.37,60,16,2.67,BO,1696997226
501,nelson bay,-32.7167,152.15,24.03,71,14,7.15,AU,1696997226
502,ma'rib,15.4591,45.3253,23.01,23,0,2.05,YE,1696997226
503,sao jose da coroa grande,-8.8978,-35.1478,24.99,79,98,3.04,BR,1696997227
504,chongoyape,-6.6406,-79.3892,23.31,73,39,0.75,PE,1696997227
505,moa,20.6569,-74.9403,27.23,86,100,2.05,CU,1696997227
506,villa gesell,-37.2639,-56.973,12.09,94,99,9.03,AR,1696997227
507,sitka,57.0531,-135.33,10.94,82,75,3.09,US,1696997227
508,messaad,34.1543,3.5031,17.13,53,3,0.67,DZ,1696997227
509,rtishchevo,52.2604,43.7874,0.55,83,45,4.45,RU,1696997228
510,infantes,38.7367,-3.0122,17.23,55,0,1.36,ES,1696997228
511,toamasina,-18.1667,49.3833,22.34,75,86,2.11,MG,1696997228
512,mtambile,-5.3833,39.7,25.06,76,58,4.4,TZ,1696997228
513,al ghayzah,16.2079,52.176,25.74,79,7,1.35,YE,1696997228
514,torghay,49.6339,63.4981,7.58,61,9,4.76,KZ,1696997228
515,auki,-8.7676,160.7034,29.23,68,96,0.97,SB,1696997229
516,la sarre,48.8002,-79.1996,3.74,95,99,2.42,CA,1696996990
517,edd,13.9297,41.6925,30.28,60,0,6.87,ER,1696997229
518,puerto baquerizo moreno,-0.9,-89.6,23.44,86,19,4.8,EC,1696997229
519,toliara,-23.35,43.6667,23.22,74,64,6.54,MG,1696997229
520,lisala,2.15,21.5167,19.81,98,100,0.79,CD,1696997230
521,songjianghe,42.1859,127.479,14.42,31,0,2.16,CN,1696997230
522,ceerigaabo,10.6162,47.368,17.06,84,8,2.64,SO,1696997230
523,smithers,54.7804,-127.1743,9.6,84,100,0.27,CA,1696997230
524,mahikeng,-25.8652,25.6442,19.19,64,100,7.52,ZA,1696997230
525,holualoa,19.6228,-155.9522,24.93,78,75,3.09,US,1696997231
526,freetown,8.484,-13.2299,24.95,88,100,1.64,SL,1696997231
527,zheleznodorozhnyy,55.7503,38.0042,0.04,96,21,5.81,RU,1696997231
528,kalevala,65.2,31.1667,-1.62,91,100,1.79,RU,1696997231
529,saint-pierre,-21.3393,55.4781,26.43,47,0,2.06,RE,1696997231
530,holyoke,42.2043,-72.6162,9.64,91,20,1.54,US,1696997232
531,aitape,-3.1374,142.3475,29.61,69,99,2.81,PG,1696997232
532,gubbi,13.3106,76.9444,27.05,59,68,1.66,IN,1696997232
533,manavalakurichi,8.1333,77.3,28.28,73,100,2.34,IN,1696997232
534,ust-tsilma,65.441,52.1498,2.01,76,100,5.36,RU,1696997233
535,chashniki,54.8569,29.1607,2.9,79,79,5.01,BY,1696997233
536,tomatlan,19.9333,-105.25,23.11,91,100,7.38,MX,1696997233
537,murmashi,68.8154,32.8115,-3.77,100,75,1.0,RU,1696997233
538,bayan,46.0833,127.4,16.52,37,10,3.3,CN,1696997233
539,benghazi,32.1167,20.0667,23.29,64,0,4.07,LY,1696997233
540,tutoia,-2.7619,-42.2744,26.03,81,31,5.38,BR,1696997234
541,coronel vivida,-25.9797,-52.5678,17.04,80,9,2.87,BR,1696997234
542,bengkulu,-3.8004,102.2655,28.28,75,56,4.23,ID,1696997234
543,mangrol,21.1167,70.1167,27.32,70,6,3.4,IN,1696997234
544,gwanda,-20.9333,29.0,17.52,58,99,3.01,ZW,1696997234
545,pointe aux piments,-20.0628,57.5131,25.85,67,50,1.9,MU,1696997234
